Title	Author	Year	Callnum
MX/2: sistem ahli perancang rangkaian lojik dengan kemampuan grafis/ Hendro Wantoro	Wantoro, Hendro	1987	SK-0073
Mesin inferensi pada sistem pendukung pengambilan keputusan untuk pendidikan tinggi (SPPK-PT)	Sutanto, Herry	1987	SK-0130
Panampilan struktur data dinamis pada tingkt konseptual dengan bahasa C/ Zulhelfi	zulhelfi	1987	SK-???
Parsing grammar LL(k)/ Ratna Iriani	Iriani, Ratna	1987	SK-0038
Penerapan fasilitas forum diskusi elektronis pada jaringan antar Universitas UNInet/ Reny Luswita	Luswita, Reny	1987	SK-0111
Pengembangan perangkat kompilasi VHDL (VHSIC Hardware description language) untuk rangkaian VLSI teknologi NMOS/ Rachma Dewi Bardijan	Bardijan, Rachma Dewi	1987	SK-0212
Pengembangan perangkat lunak FTA berbasis UUCP diatas lapisan Xodiac (X.25) pada AOS/VS/ Budi Wahyu Jati	Jati, Budi Wahyu	1987	SK-0108
Pengembangan perangkat lunak antarmuka antara jaringan telex dengan jaringan komputer/ Bareb Risanto	Risanto, Bareb	1987	SK-0095
Pengembangan perangkat lunak komunikasi daa UUCP pada sistem operasi AOS/VS	Ira Hanggoro Maruta	1987	SK-???
Pengembangan pesan elektronis diatas lapisan X.25 pada sistem operasi AOS/VS/ Pratiwi Widjiastuti	Widjiastuti	1987	SK-0109
Pengembangan piranti penjaluran untuk rancangan elektronik mikro/ Widodo	Widodo	1987	SK-0220
Pengembangan sarana kemudahan perangkat-lunak di berbagai jenis komputer	Liem Kin Tet	1987	SK-0202
Pengembangan sistem penanganan pesan dengan bakuan X.400: penerapan MTA pada AOS/VS	Tanto, Wignyo	1987	SK-0115
Pengembangan sistem penanganan pesan dengan bakuan X.400: penerapan UA pada AOS/VS/ Susana Lilik W.	Lilik W., Susana	1987	SK-0110
Perancangan dan implementasi program kumunikasi untuk IBM PC/ Wahyu Catur Wibowo	Wibowo, Wahyu Catur	1987	SK-???
Proses penelusuran eksekusi fakta di dalam interpreter portable prolog/ Edwin Djoko Sarwono	Sarwono, Edwin Djoko	1987	SK-0050
Stabilitas solusi elemen hingga dari time-dependent problem pada persamaan diferensial parsial diruang dimensi dua/ Frederik Moses Poyk	Poyk, Frederik Moses	1987	SK-0057
Transformasi grafik dimensi 3 pada layar dimensi 2/ Ronny Amir	Amir, Ronny	1987	SK-0067
Analisa algoritma travesal pada treaded binary tree/ Imron Wahyuni Z.	Imran, Wahyuni Z.	1986	SK-0009
Aplikasi teori group dalma penjualan dengan waktu minimal/ Artini Sukotjo	Sukotjo, Artini	1986	SK-0013
Arus maksimum pada jaringan transformasi/ Sri Rubiyati	Rubiyanti, Sri	1986	SK-0014
C-Soka: penggunaan bahasa tingkat tinggi dalam disain sistem operasi komputer mikro/ Handoko Dipo	Dipo, Handoko	1986	SK-0195
Evaluasi metode analisis jawaban atas pertanyaan terbuka untuk sistem ecal dan implementasinya/ Herry Sutanto	Sutanto, Herry	1986	SK-0136
Fasilitas pemindahan berkas pada sistem AOS/VS/ Benediktus Nugroho Budipriyanto	Budipriyanto, Benediktus Nugroho	1986	SK-0133
Fasilitas pemindahan berkas pada sistem operasi unix/ Ahmad Bambang	Bambnag, Ahmad	1986	SK-???
Implementasi algoritma derajat minimal dengan quotient graph/ Eko Hadipriyono	Hadipriyono, Eko	1986	SK-0143
Implementasi pemindahan dana elektronis di Indonesia/ Johan Baharuddin	Baharuddin, Johan	1986	SK-0197
Integral polsson dan aplikasinya di dalam persoalan clirichlet dan personal newman/ Adrian Ausri	Ausri, Adrian	1986	SK-0025
Metode conjugate gradient dengan blok preconditioning chalesky tak lengkap/ Helmi Tang	Tang, Helmi	1986	SK-0035
Metode prediktor-korektor untuk penyelesaian persoalan syarat awal persamaan differensial biasa order baru/ Sulistyo Puspitodjati	Puspitodjati, Sulistyo	1986	SK-0034
Metode transformasi elementer tree untuk menghasilkan semua spanning-tree yang berbeda dari suatu graph-lengkap/ Rina Lestari	Lestari, Rina	1986	SK-0036
Penelitian eksperimental tentang korelasi pengaturan air pendingin dengan temperatur kerja motor otto V.C.R./ Asrin R. Haznam	Haznam, Asrin R.	1986	SK-0162
Penerapan metoda analisa komponen utama untuk reduksi kanal data dan perbaikan citra/ Nur Gunawan Sastranegara	Sastranegara, Nur Gunawan	1986	SK-0102
Penerapan paket komunikasi antar unix pada jaringan uninet tahap pertama/ Benny Somali	Somali, Benny	1986	SK-0112
Pengaruh pendidikan, usia nikah pertama dan pekerjaan sejak menikah pada ferlitas di DKI Jakarta/ Roshariani Rasjad	Rasjad, Roshariani	1986	SK-0146
Pengaturan arus lalu lintas minyak dengan pipa di terminal dumai/ Harry Patuan Panjaitan	Panjaitan, Harry Patuan	1986	SK-0076
Pengembangan akses basis data melalui jaringan telekomunikasi di Indonesia/ Melly Hidayat	Hidayat, Melly	1986	SK-0199
Pengembangan dan pemanfaatan secara terintegrasi  jasa-jasa dalam jaringan UI-NET/ Josep F.P. Luhukay 	Antonius	1986	SK-0105
Pengembangan lapisan-lapisan protokol osi di atas lapisan protokol X.25/ Martinus Tjia	Tjia, Martinus	1986	SK-0198
Pengembangan pelayanan kalawarta komputer/ Anak Agung Putri Ratna	Ratna, Anak Agung Putri	1986	SK-0094
Pengembangan penyunting grafis untuk perancangan very large scale integration circuit (VSLSIC)	Dadang Gunawan	1986	SK-???
Pengembangan perangkat simulasi rangkaian listrik SPICE-26 pada komputer MC/8000	Tonny Ismantara	1986	SK-0200
Pengembangan perangkat simulasi rangkaian listrik spice-20 pada komputer MV/8000/ Tonny Ismantara	Ismantara, Tonny	1986	SK-0104
Penggunaan splines untuk perencanaan geometrik jalan raya/ Ricardo Muliano T.	Muliano T, Ricardo	1986	SK-0080
Perencanaan model terminal terminal terminal terpadu untuk bis dan kereta api: model stasiun Jatinegara/ Kabul Subiandono	Subiandono, Kabul	1986	SK-0086
Petunjuk teknis C-layan program pendukung perangkat lunak print server pada UI-Net/ Afwarman	Afwarman	1986	SK-0194
Rancangan antarmuka bagi interkoneksi jaringan telex dengan jaringan komputer/ Freddy Simanjuntak	Simanjuntak, Freddy	1986	SK-0100
Restorasi citra digital dengan metoda aljabar linier: perbandingan metoda dekomposisi nilai sigular dengan metoda proyeksi iteraktif/F.X. Nursalim Hadi	Hadi, F.X. Nursalim	1986	SK-0228
Sistem pengukur suhu instrumented fuel element (IFE) berdasarkan mikroprosesor/ I. Made Sudjana	Sudjana, I Made	1986	SK-0055
Studi perbandingan antara komunikasi melalui satelit dan komunikasi melalui serat optik di Indonesia/ I. Gede Wikrama Putra	Putra, I. Gede Wikrama	1986	SK-0196
Studi tentang hubungan pola seleksi dengan prestasi belajar mahasiswa di FMIPA-UI(Studi kasus untuk angkatan 80-84)/ Dian Lestari	Lestari, Dian	1986	SK-0059
Suatu tinjauan tentang problema - problema NP/ Iman Santoso	Santoso, Iman	1986	SK-0064
Verifikasi program Loop/ Bevina Debjwiandra Handari	Handari, Bevina Debjwiandra	1986	SK-0068
Verifikasi program rekursif/ Gatot Fatwanto H.	Fatwanto H, Gatot	1986	SK-0148
Algoritma QR	Rustam, Zuherman	1985	SK-0006
Algoritma QZ/ A. Atono	Antono, A.	1985	SK-0154
Algoritma perhitungan reciplocal dan modular bagi integer dan polinomial integer/ Diah K. Dwisaptarini	Diah K, Dwisaptaini	1985	SK-0005
Analisa perbandingan waktu mencari pada perekam data piringan untuk lokasi directory yang berbeda/ R. Poespawati	Poespawati, R.	1985	SK-0191
Aplikasi mikroprosesor 8085 untuk pengetahuan motor stepper/ Muhammadi	Budianto, Erwin	1985	SK-0093
Beberapa aspek persamaan integral nonlinear/ Hardyaningwati	Hardyaningwati	1985	SK-0016
Connectivity dalam matroid/ Bermadine Indriasmini	Indriasmini, Bermadine	1985	SK-0017
Desain dan pengembangan jaringan data base access di Indonesia/ Zul'azmi Sibuea	Sibuea, Zul'Azmi	1985	SK-0193
Eugenvalue dari graph dan multi-graph/ Chamili	Chamili	1985	SK-0019
Fungsi hypergeometric/ Indrati	Indrati	1985	SK-0021
Hubungan antara teori ukuran dan teori probabilites/ Indra Hadi	Hadi, Indra	1985	SK-0024
Implementasi protokol X.25 pada jaringan komunikasi data/ Jacks MP. Hutabarat	Hutabarat, Jacks MP	1985	SK-0189
Karakterisasi dari graph blok dan tiga bentuk perluasannya/ Muchsinah	Muchsinah	1985	SK-0027
Metode broyden untuk penyelesaian persamaan nonlinear/ Indrika Mia	Indrika, Mia	1985	SK-0033
Metode garis lurus untuk penyelesaian persamaan diferensial parsial/ Suwandi	Suwandi	1985	SK-0037
Pemanfaatan hot rolled sheet sebagai lapis permukaan konstruksi perkerasan lentur/ Batara Arifin	Arifin, Batara	1985	SK-0089
Penerapan erangkat kompilasi-silang modula-2 pada MV/8000/ Adhi Yuniarto L.Y.	Yuniarto L.Y, Adhi	1985	SK-0099
Penyelesaian masalah transient konduksi panas pada sebuah plat dengan metode elemen hingga/ Moh. Guntur Wijayanto	Widjayanto, Moh. Guntur	1985	SK-0043
Penyelesaian persamaan poisson dengan metoda finite difference dan multi-grid/ Heru Suhartanto	Suhartanto, Heru	1985	SK-0159
Perancangan sistem multiprocessor dengan struktur private and global memory	Budiardjo, Eko Kuswardono	1985	SK-0128
Perangkat lunak untuk penyelesaian analisa traffic assignment: studi kasus kota Ujung Pandang	Deddy Arief	1985	SK-0083
Perbandingan kemampuan fungsional dari lan dan PBX sebagai sarana komunikasi sistem otomatisasi kantor/ Jufrinov Tanjung	Tanjung, Jufrinov	1985	SK-0071
Perbandingan metode iterasi jacobl, gauss seidel dan successive over-relaxation daam penyelesaian  persamaan diferensial parsial type elliptik/ Daltur Lukas Redakasiang	Rendakasing, Daltur Lukas	1985	SK-0044
Perbedaan beberapa sifat tanah podsolik yang disawahkan dan tidak disawahkan di tiga tempat serta klasifikasinya menurut taksonomi tanah/ Dana Indra Sensuse	Sensuse, Dana Indra	1985	SK-???
Perhitungan dosis radiasi lingkungan dengna metode monte carlo adjoint/ Jeniputri Ali	Ali, Juniputri	1985	SK-0045
Persamaan differensial parsial linear order dua tipe parabolik dan transformasi affine/ Dani Pradana K.	Pradana K, Dani	1985	SK-0047
Persoalan undeci doble pada psys correspondence problem (PCP)/ Rachmat Karyanda S.	Karyanda S, Rachmat	1985	SK-0048
Program dinamik/ Tarzan Basaruddin	Basaruddin, Tarzan	1985	SK-0138
Reaktif komputer menggunakan mikroprocessor MC 6802/ Syafedi	Syafedi	1985	SK-0051
Sarana laboratorium komputer mikro percobaan-percobaan lanjut/ Luki Dewayani	Dewayani, Luki;  | Publisher: Jakarta: FT Elektro, 1985 | Call Number: SK-0190 sama NO. 0165	1985	SK-0190
Sarana laboratorium komputer mikro: percobaan-percobaan dasar/ Riyeni Widya Rabain	Rabain, Riyeni Widya	1985	SK-0192
Simulasi komputer steam balance sistem uap kilang LNG bontang dan aplikasinya dalam analisa kejadian surge/ Wigandi Kurniawan	Kurniawan, Wigandi	1985	SK-???
Studi model migrasi data seismik dengan pergeseran fasa tambah interpolasi/ Darwin Silalahi	Silalahi, Darwin	1985	SK-0158
Suatu tinjauan mengenai aplikasi struktur tree/ Usa Sutrisna	Sutrisna, Usa	1985	SK-0060
Suatu tinjauan mengenai optimalisasi bangun binary search/ Jullysava C. Aziz	Aziz, Jullysava C.	1985	SK-0061
Suatu tinjauan tentang masalah path terpendek/ R. Yugo K. Isal	Isal, R. Yugo Kartono	1985	SK-0063
Suatu tinjauan tentang subset fuzzy dan aplikasinya/ Romli	Romli	1985	SK-0065
Adaptive differential PCM coder untuk transmisi sinyal telepon/ Harmon	Harmon	1984	SK-0103
Algoritma cuthill dan beberapa variasinya/ Kartini Slamet	Slamet, Kartini	1984	SK-0003
Analisa pola angkutan tebu pada PD Tasikmadu XV (Persero)/ Djoni Widjanarko Kridarso	Kridarso, Djoni Widjanarko	1984	SK-0001
Analisis robot CS-111/ Machmudin Junus	Junus, Machmudin	1984	SK-???
Aplikasi fungsi bessel dalam persoalan strum honvile/ Adi Kresno	Kresno, Adi	1984	SK-0010
Aplikasi gaji pegawai & pergudangan pada bidang perhotelan	Ari Bintoro	1984	SK-0141
Aplikasi mikrokomputer CBM untuk kalibrasi digital voltmeter/ Venny Zano	Zano, Venny	1984	SK-0122
Aplikasi paket switching untuk telekomunikasi internasional di Indonesia/ Marwan	Marwan	1984	SK-0072
Beberapa aspek dari deret fourier/ Benny Prabowosunu	Prabonosunu, Benny	1984	SK-0015
Implementasi operasi ekstraksi relasi pada sistem relasional/ Antonius Padua Hardhono	Hardhoko, Antonius Padua	1984	SK-0131
Inertial navigation system/ Sutjianto	Sutjianto	1984	SK-0124
Kemudahan akses dan pengawasan sumberdaya pada jaringan UI-NET/ Moch. Budiman Tamimi	Tamimi, Moch Budiman	1984	SK-0188
MIKAS: sebuah sistem pemindahan berkas pada jaringan lokal UI.NET/ Endang Ripmiatim	Ripmiatin, Endang	1984	SK-0106
MX/1 sistem ahli perancang  multiplekser/ Ismed D.S. Hartanto	Hartanto, Ismed D.S	1984	SK-0221
Penaksiran titik parameter dan keandalan untuk distribusi eksponensial dua parameter dengan penghampiran bayes/ Herman	Herman	1984	SK-0137
Penentuan ciri tekstur dengan metode NGLDM/ Jeffry A. Wattimena	Wattimena, Jeffry A.	1984	SK-0113
Pengolahan isyarat digital dengan MPF-1/ RM. Samik Ibrahim	Ibrahim, R.M. Samik	1984	SK-0225
Penyelesaian persamaan integral fredholm tak linier dengan metode beda hingga dan metode iterasi/ Widijanto Satyo Nugroho	Nugroho, Widijanto Satyo	1984	SK-0132
Perhitungan plat beton bertulang orthotropic dengan cara finite element	Halim, Udayasuddhata	1984	SK-0087
Perluasan aljabar dan perluasan transcedental dari suatu field/ Kiki Aryanti	Aryanti, Kiki	1984	SK-0046
Pusat pelayanan akademis ITB/ Saiful Basri Ridwan	Ridwan, Saiful Basri	1984	SK-0226
Radar homing rudal A.G.M./ Basudi Purwanto	Purwanto, Basuki	1984	SK-0125
Sarana laboratorium rancangan lojik: percobaan-percobaan dasar/ Erwin Ruswinartiek	Ruswinartiek, Erwin	1984	SK-0088
Sarana laboratorium rancangan lojik: percobaan-percobaan lanjut/ Lista Dewi S.	Dewi S, Lista	1984	SK-0118
Sistem kendali kecepatan dengan pengendali proposional, integral dan berivativ/ Waseso Segoro	Segoro, Waseso	1984	SK-0090
Sistem telemedika untuk kota metopolitan/ Rustaman	Rustaman	1984	SK-0123
Suatu aplikasi dari teorema residu pada integral dan deret/ Mulyono	Mulyono	1984	SK-0160
Suatu struktur data untuk sistem relasional/ Rostina Zainuddin	Zainuddin, Rostina	1984	SK-0127
Suatu tinjauan tentang context-tree grammar/ Bambang Redjeki Suryosumanto	Suryosumanto,  Bambang Redjeki	1984	SK-0062
Analisa obyektif medan angin dan penghitungan stream function di wilayah Indonesia dan sekitarnya/ Khalif	Khalif	1983	SK-0218
Analisa penerapan partial directory dengan associative memory pada sistem translasi alamat/ Andreas T. Tedja	Tedja, Andreas T.	1983	SK-0085
Design digital microwave Jakarta-Jatiluhur/ Dadang Gunawan	Gunawan, Dadang	1983	SK-0107
Kemungkinan penggunaan polipropelene hasil pertanian  sebagai semi konduktor/ Krisnawati Ridwan	Ridwan, Krisnawati	1983	SK-0028
Memori cache: beberapa faktor yang mempengaruhi performancenya/ Ina Lisyosuputro	Listyosuputro, Ina	1983	SK-0117
Rancangan chip untuk antarmuka telex: fungsi kontrol/ Boedirahardjo S.	S, Boedirahardjo	1983	SK-0096
Simulasi sistem kendali hidrolis/ Augi Saputra Setiawan	Setiawan, Augi Saputra	1983	SK-0081
Simulasi sistem kendali orde dua dengan waktu optimal/ Sri Mulyanti	Mulyanti, Sri	1983	SK-0098
Tracking satelit/ Hajar Hadi	Hadi, Hajar	1983	SK-0114
Charge coupled devices (CCD)/ Sianita Widjaja	Widjaja, Sianita	1982	SK-0120
Interpolasi pembicaraan secara digital pada sistem transmisi TDMA/ Rythme Aulia	Aulia, Rythme	1982	SK-???
Mechester coding dengan predistorsi/ Yunita Soemantri	Soemantri, Yunita	1982	SK-0079
Pemakaian mikrokomputer CBM 4032 untuk menentukan konsentrasi bakteri dalam fermentasi alkohol menjadi asam cuka/ Hermanto Riawan	Riawan, Hermanto	1982	SK-0121
Pemilihan ADC dalam penggunaan mikroprosesor untuk kromatrograp gas/ Hamidah Tri Irianti	Tri Irianti, Hamidah	1982	SK-0119
Penyadian hamming/ Budi Giarto	Giarto, Budi	1982	SK-0077
Penyandian convolutional/ Erdefi Rakun	Rakun, Erdefi	1982	SK-0092
Relational data base pada IBM S/38/ Santoto, Tri Djoko	Santoso, Tri Djoko	1982	SK-0052
Teknologi gelembung magnetik/ Fanny Santosa	Santosa, Fanny	1982	SK-0116
Otomatisasi perpustakaan dalam bidang penyimpanan dan pencarian kembali informasi di PIPE, LPEM, FEUI/ Supriyanto Sudiharjono	Sudiharjono, Supriyanto	1981	SK-0070
Analisa spatial dan regional stasiun pencatat curah hujan di pulau jawa berdasarkan data curah hujan toal tahunan dari tahun 1951-1975/ Adi Sagitiwarih	Sagitiwarih, Adi	1980	SK-0008
Keputusan management sehubungan dengan maslaah-masalah khusus ditinjau dari konsep biaya relevan aplikasi linear/ Veronika Rahardja	Rahardja, Veronika	1980	SK-0002
Taksiran regresi linier dalam simple random sampling/ Ratu Suftiati	Suftiati, Ratu	1980	SK-0147
Interprestasi  data V.E.S (Vertikal electric sounding) dengan metode kedepan/ A.B. Julianto	Julianto, A.B.	1979	SK-0026
Prinsip maximum dalam persamaan differensial/ Sri Mardiati	Mardiyati, Sri	1979	SK-???
Sistim administrasi kelas IBM Indonesia/ Duddy Dwi	Dwi, Duddy	1979	SK-0054
Algoritma fast fourier transform/ Sumantri Slamet Santoso	Santoso, Sumantri Slamet	1978	SK-0004
Aplikasi komputer pada data refraksi seismik model bumi berlapis-lapis miring/ Agustinus Harsono	Harsono, Agustinus	1978	SK-???
Kesetaraan pendefinisian - pendefinisian/ Sapto Trilaksono 	Sapto, Trilaksono	1978	SK-0029
M/M/I & M/M/S dalam queueing theory/ Nachrowi	Nachrowi	1978	SK-0032
Simulasi sistem stochastik yang diskrit dengan FPSS/ Nachrowi	Nachrowi	1978	SK-0053
Solusi dari persamaan non linear/ Sapto Trilaksono	Trilaksono, Sapto	1978	SK-0066
Ketidaksamaan linear dan teorema-teorema alternative/ Sumantri Slamet Iman Santoso	Santoso, Sumantri Salamet Iman	1977	SK-0161
Membuat model matematika dengan regresi berganda/ Muljana Soekarni	Muljana, Soekarni	1977	SK-0031
Studi tentang rekayasa dan verifikasi rigor menggunakan SDL dalam perancangan manajemen kegagalan sistem/ Mephri	Mephri	1977	SK-0343
Usaha komputerisasi dan anxiety sebagai salah satu akibat sampingnya/ A.Y. Sasi Hermanto	Hermanto, A.Y. Sasi	1977	SK-0166
AJUDAN: Alat bantu dalam aktifitas antar mesin/ Yuwono Hadi	Hadi, Yuwono	0	SK-0249
Analisa komponen dan analisa faktor/ Sudarsono	Sudarsono	0	SK-0007
Analisa masalah model bisnis B2B serta perancangan prototipe sistem B2B/ Sandy Poerwadie H.	Poerwadie H, Sandy	0	SK-0586
Analisis peran knowledge management infrastructures dalam mendukung knowledge management processess organisasi: studi kasus PT XL. Axiata Tbk.	Ida Ayu Kadek Trisnanty	0	SK-1128
Emulasi protokol 2-phase commit pada jaringan basis data terdistribusi/Muhammad Kadarullah	Kadarullah, Muhammad	0	SK-0247
Evaluasi Pemilihan Komponen Arsitektur terhadap kinerja Mikroprosessor Bus Tunggal	Andreas Febrian	0	SK-0695
Evaluasi dan pemeringkatan situs web e-government pemerintah daerah di indonesia	Dori Gusvawijaya	0	SK-1091
Faktor yang mempengaruhi kesuksesan penerapan pair programming dalam meningkatkan pemahaman konsep pemrograman mahasiswa Fasilkom UI	Sari Nursita	0	SK-0602
Implementasi XML web service dan xpath query pada pengembangan sistem basis data tersebar multi produk/ Nur Andriansyah	Nur Andriansyah	0	SK-0567
Implementasi arsitektur manajemen jaringan terdistribusi berbasis protokol SNmp menggunakan java aglet/ Setiawan Jati	Jati Setiawan	0	SK-0537
Implementasi perluasan query, fitur average distance weight dan cosine similarity untuk meningkatkan kinerja sistem tanya jawab	Yolanda Sjafrizal	0	SK-1125
Implementasi prototipe lingkungan belajar adaptif berbasis web/ Mukhlisoh Urfah	Urfah, Mukhlisoh	0	SK-0583
Implementasi sistem pengendalian revisi pada komputer MV/8000	Aviantoro  Yudihariadi	0	SK-0229
Integrasi Metascheduler GRIDWAY pada lingkungan Komputasi GRID FASILKOM UI	Abdurrasyid Mujahid	0	SK-0696
Klasifikasi Otomasi Lagu-lagu Daerah Indonesia menggunakan Metode Statistik/ Nur Indah	Nur Indah	0	SK-0604
Kolaborasi antara OSGI framework dengan teknologi jini dan home network system/ Shanti Andriyanti	Andriyanti, Shanti	0	SK-0526
Konversi sistem berorientasi objek menjadi software product line dengan abstract behavioral specification delta modeling	Ricky Timothy Gultom	0	SK-1126
Memori chache: beberapa faktor yang mempengaruhi performancenya/ Ina Listyosuputro	Listyosuputro, Ina	0	SK-0177
Metode frobenius untuk mencari solusi persamaan diferensial linear order dua/ Siti Aminah T.	Aminah T, Siti	0	SK-0252
Pelacakan heuristic pada algoritma A untuk masalah 8-puzzle pengkajian & pengamatan	Adrian Wicaksana	0	SK-0140
Pembangkit skema basisdata relasional dalam pemodelan sistem berorientasi objek/Hestina Sinaga	Sinaga, Hestina	0	SK-0280
Pembuatan layanan pada jaringan telepon intelligent network dengan pendekatan berorientasi-obyek/Wishnu P. Moeliodihardjo	Moeliodihardjo, Wishnu P.	0	SK-0303
Penerapan algoritma learning vector quantization dalam sistem pengenalan sudut pandang dan wajah 3D dengan mengaplikasikan algoritma genetika untuk penentuan ruang ciri optimal pada ruang eigen	Dewi Khaeirani	0	SK-0568
Penerapan dan pengembangan perangkat lunak penelusuran sinar (ray tracing) Ray shade pada mesin silicon graphics/Jan Setyawan	Setyawan, Jan	0	SK-260
Penggunaan jaringan hibrida PB-SKNC untuk mengenali data aroma 2 campuran dan aroma 3 campuran	Chafid Ahmad	0	SK-0467
Pengukuran kinerja proxy cache dengan metode eksplorasi sederhana/ Rahmawati Zulfa	Zulfa, Rahmawati	0	SK-0488
Perancangan ontologi user-model untuk pengembangan sistem personalized e-learning berbasis semantic web	Octo Alexander	0	SK-797
Perbandingan ranging antara algoritme single vision dan stereovision	Elan	0	SK-0656
Resolusi koreferensi menggunakan metode association rules	Nasrullah	0	SK-0609
Simulasi paralel pada model erew  SIMD untuk algoritma lintasan terpendek dari DIJKSTRA/ Tjahjono Teguh	Tjahjono, Teguh	0	SK-0257
Sistem ahli untuk diagnosis kerusakan alat/ Arianta	Arinta	0	SK-0206
Strategi pemilihan kalimat sebagai basis pengindeksan dokumen/ TH. Dwi Rinawati	Rinawati, TH. Dwi	0	SK-0392
Studi eksperimen klasifikasi citra SAR  berdasarkan matrik coocurence dan statistik lokal/ Mastur R. Muhammad	Mastur R., Muhammad	0	SK-0274
Studi pengenalan wajah 2D dengan JNB propagasai balik dioptimasi menggunakan algoritma genetika untuk data dengan feature kedalaman/ Kusuma Dewi	Dewi, Kusuma	0	SK-0544
Uji coba penggunaan session initiation protocol (SIP) untuk  komunikasi antara bluetooth enabled connected limited device dengan based network/ Adhityo Priyambodo	Adhityo Priyambodo	0	SK-0598
Visualisasi persamaan gelombang air dangkal pada personal iris dengan menggunakan metode implisit berubah arah/Ferry Sihombing	Sihombing, Ferry	0	SK-0245
pencarian kata berimbuhan pada kamus besar bahasa Indonesia dengan menggunakan algoritma stemming/ Neil Edwin Siregar	Siregar, Neil Edwin	0	SK-0297
